estou extremamente puto agora;raiva
estou furioso;raiva
não aguento mais essa merda;raiva
vai tomar no cu;raiva
vai se fuder;raiva
você é insuportável;raiva
vacilão morre cedo;raiva
eu vou te cobrir de porrada;raiva
Estou tão feliz que não consigo parar de sorrir;alegria
Minha alma está transbordando de alegria;alegria
Sinto uma alegria profunda dentro de mim;alegria
Essa notícia me encheu de alegria;alegria
A alegria está presente em cada respiração que dou;alegria
Estou tão feliz que poderia pular de alegria;alegria
A alegria está me inundando por completo;alegria
Não consigo conter a alegria que sinto agora;alegria
Estou tão feliz que parece que meu coração vai explodir;alegria
Esta é a alegria mais pura que já senti;alegria
Meu coração está radiante de alegria;alegria
Essa é uma alegria que nunca esquecerei;alegria
A alegria está fluindo em meu sangue;alegria
Não há nada melhor do que sentir a alegria em seu coração;alegria
Estou tão feliz que mal consigo acreditar;alegria
A alegria está transbordando em cada parte do meu corpo;alegria
Esta alegria é tão intensa que me faz querer abraçar o mundo inteiro;alegria
Sinto uma alegria tão grande que poderia chorar de felicidade;alegria
Não há nada que possa me tirar essa alegria maravilhosa;alegria
Estou tão feliz que sinto que posso voar;alegria
Essa alegria é a melhor sensação que já experimentei;alegria
A alegria está me fazendo sentir como se eu pudesse conquistar o mundo;alegria
Essa alegria me faz sentir vivo como nunca antes;alegria
Sinto uma alegria que preenche todo o meu ser;alegria
Sinto uma tristeza tão grande que parece que meu coração vai parar de bater;tristeza
Essa situação é tão triste que mal consigo suportar;tristeza
Estou com um nó na garganta que não consigo desfazer;tristeza
Essa notícia me encheu de alegria;alegria
A alegria está presente em cada respiração que dou;alegria
Estou tão feliz que poderia pular de alegria;alegria
A alegria está me inundando por completo;alegria
Não consigo conter a alegria que sinto agora;alegria
Estou tão feliz que parece que meu coração vai explodir;alegria
Esta é a alegria mais pura que já senti;alegria
Meu coração está radiante de alegria;alegria
Essa é uma alegria que nunca esquecerei;alegria
A alegria está fluindo em meu sangue;alegria
Não há nada melhor do que sentir a alegria em seu coração;alegria
Estou tão feliz que mal consigo acreditar;alegria
A alegria está transbordando em cada parte do meu corpo;alegria
Esta alegria é tão intensa que me faz querer abraçar o mundo inteiro;alegria
Sinto uma alegria tão grande que poderia chorar de felicidade;alegria
Não há nada que possa me tirar essa alegria maravilhosa;alegria
Estou tão feliz que sinto que posso voar;alegria
Essa alegria é a melhor sensação que já experimentei;alegria
A alegria está me fazendo sentir como se eu pudesse conquistar o mundo;alegria
Essa alegria me faz sentir vivo como nunca antes;alegria
Sinto uma alegria que preenche todo o meu ser;alegria
A alegria me deixa sem palavras;alegria
Não há nada mais gratificante do que sentir essa alegria pura;alegria
A alegria me faz querer dançar até o amanhecer;alegria
Estou tão feliz que sinto que posso viver para sempre;alegria
Sinto uma que me faz querer gritar de felicidade;alegria
Essa é como um raio de sol em um dia de chuva;alegria
A me faz sentir como se eu pudesse superar qualquer obstáculo;alegria
Estou tão feliz que sinto que posso abraçar o mundo inteiro;alegria
Essa é tão contagiante que quero compartilhá-la com todos ao meu redor;alegria
A é a melhor cura para qualquer tristeza;alegria
Sinto uma tão profunda que não consigo descrevê-la em palavras;alegria
Estou tão feliz que mal consigo parar de rir;alegria
Essa me faz sentir como se eu pudesse realizar qualquer coisa;alegria
A é a melhor emoção que podemos sentir;alegria
Estou tão feliz que sinto que posso espalhar essa para o mundo inteiro;alegria
Sinto uma tão intensa que parece que meu coração vai explodir de felicidade;alegria
A é como uma onda que me envolve e me faz sentir vivo;alegria
Essa é tão poderosa que me faz querer abraçar todas as pessoas ao meu redor;alegria
tem caroço nesse angu;raiva
Estou com tanta raiva que mal consigo respirar;raiva
Essa situação me deixa extremamente irritado;raiva
Minha raiva está transbordando e não consigo controlá-la;raiva
Estou tão furioso que quase sinto que vou explodir;raiva
Não posso acreditar que isso está acontecendo, minha raiva é incontrolável;raiva
Essa pessoa me fez perder completamente a paciência!;raiva
Minha raiva é tão forte que me faz querer gritar e quebrar tudo;raiva
Sinto uma raiva profunda e intensa que me consome por completo;raiva
Essa situação me deixa tão irado que sinto como se pudesse explodir a qualquer momento;raiva
Estou tão bravo que sinto que posso partir para a violência;raiva
Essa atitude me deixa com uma raiva tão grande que não consigo nem falar;raiva
Estou tão furioso que não consigo nem raciocinar direito;raiva
Sinto uma raiva que me faz querer sair correndo e nunca mais voltar;raiva
Essa pessoa me deixa tão irritado que sinto como se estivesse enlouquecendo;raiva
Estou com tanta raiva que sinto que meu coração vai explodir;raiva
Essa situação me deixa tão bravo que mal consigo me controlar;raiva
Minha raiva é tão forte que me faz querer bater em algo;raiva
Sinto uma raiva tão grande que não sei como lidar com ela;raiva
Estou com uma raiva que me faz querer quebrar tudo à minha volta;raiva
Essa pessoa me deixou tão irritado que sinto como se estivesse prestes a explodir;raiva
Estou com tanta raiva que mal consigo olhar para essa pessoa;raiva
Essa situação me deixa tão irritado que sinto como se estivesse perdendo a sanidade;raiva
Minha raiva é tão forte que me faz querer gritar até ficar rouco;raiva
Sinto uma raiva tão grande que não sei como lidar com ela;raiva
Estou com uma raiva tão intensa que me faz querer bater em algo;raiva
Essa pessoa me deixou tão irritado que sinto como se estivesse à beira de um ataque de nervos;raiva
Essa situação me deixa tão bravo que sinto como se pudesse explodir a qualquer momento;raiva
Minha raiva é tão forte que me faz querer chorar;raiva
Estou com uma raiva que me faz querer sair correndo e nunca mais voltar;raiva
Essa pessoa me deixa tão irritado que sinto como se estivesse enlouquecendo;raiva
Sinto uma raiva tão grande que não consigo nem falar;raiva
Estou com tanta raiva que mal consigo pensar em outra coisa;raiva
Essa situação me deixa tão irritado que sinto como se estivesse prestes a explodir;raiva
Minha raiva é tão forte que me faz querer quebrar tudo à minha volta;raiva
Estou com uma raiva tão intensa que sinto como se estivesse à beira de um ataque de nervos;raiva
Sinto um vazio tão grande que parece que nada vai preencher;tristeza
Essa tristeza é tão profunda que não consigo nem chorar;tristeza
Estou tão triste que nem consigo levantar da cama;tristeza
A tristeza está tomando conta de mim;tristeza
Essa dor no coração é insuportável;tristeza
Sinto uma tristeza tão grande que parece que vou sufocar;tristeza
Essa situação me deixa com uma tristeza imensa;tristeza
Estou tão triste que não tenho vontade de fazer nada;tristeza
Essa dor é tão grande que não consigo nem expressar em palavras;tristeza
Sinto uma tristeza tão grande que parece que meu coração vai parar de bater.;tristeza
Essa situação é tão triste que mal consigo suportar;tristeza
Estou com um nó na garganta que não consigo desfazer;tristeza
A tristeza está me deixando sem energia;tristeza
Essa dor é tão grande que não sei como vou superar;tristeza
Sinto uma tristeza tão profunda que nem consigo conversar com ninguém;tristeza
Essa situação é tão dolorosa que não consigo imaginar como vou superar;tristeza
Estou tão triste que não tenho forças para lutar contra essa dor;tristeza
Essa dor é tão intensa que parece que nunca vai passar;tristeza
Sinto uma tristeza tão grande que mal consigo respirar;tristeza
Essa situação me deixa com um aperto no coração que não consigo aliviar;tristeza
Estou com um peso no peito que não consigo suportar;tristeza
A tristeza está me deixando sem esperança;tristeza
Essa dor é tão grande que parece que nunca mais vou sorrir novamente;tristeza
Sinto uma tristeza tão grande que mal consigo dormir;tristeza
Essa situação é tão triste que não consigo nem imaginar um futuro melhor;tristeza
Estou tão triste que não consigo nem encontrar palavras para expressar minha dor;tristeza
Essa dor é tão intensa que parece que está me consumindo por completo;tristeza
Sinto uma tristeza tão grande que parece que nunca mais vou ser feliz novamente;tristeza
Essa situação me deixa com uma sensação de vazio que não consigo preencher;tristeza
Estou com uma tristeza tão grande que não consigo nem me concentrar em outras coisas;tristeza
Essa dor é tão grande que parece que nunca vai cicatrizar;tristeza
Sinto uma tristeza tão profunda que nem consigo imaginar um caminho para seguir em frente;tristeza
Essa situação é tão triste que mal consigo encontrar motivos para continuar lutando;tristeza
Estou tão triste que não tenho vontade de comer ou beber nada;tristeza
Essa dor é tão intensa que não consigo nem chorar mais;tristeza
Sinto uma tristeza tão grande que parece que o mundo inteiro está desabando sobre mim;tristeza
Essa situação me deixa com uma sensação de desamparo que não consigo aliviar;tristeza
Estou com uma tristeza tão grande que não consigo nem sair de casa;tristeza
Essa dor é tão grande que parece que nada vai me fazer sentir melhor novamente;tristeza
Não consigo parar de sorrir hoje;alegria
Estou sentindo uma alegria imensa que parece transbordar de mim;alegria
Não há nada melhor do que este momento de felicidade que estou vivendo agora;alegria
Meu coração está cheio de alegria e gratidão;alegria
Estou tão feliz que mal consigo me conter;alegria
Hoje é um daqueles dias em que tudo parece perfeito e eu não poderia estar mais feliz;alegria
A felicidade está me inundando de uma maneira que nunca experimentei antes;alegria
Meus pensamentos estão tão positivos e otimistas que eu sinto que posso conquistar o mundo;alegria
Estou tão feliz que quero abraçar o mundo inteiro;alegria
Essa sensação de felicidade é simplesmente indescritível;alegria
não quero fazer nada;tristeza
não vou fazer essa merda;raiva
odeio minha vida;tristeza
quero quebrar uma mesa de bar nas suas costas;raiva
eu não me importo;neutro
amanhã vou fazer arroz;neutro
ontem teve jogo;neutro
só quero ter paz;neutro
estou calmo;neutro
as coisas são diferentes agora;neutro
falta muito para terminar;neutro
temos trabalho a fazer;neutro
não sei, só sei que foi assim;neutro
tinha mas acabou;neutro
eu era menor nessa foto;neutro
toque uma música;neutro
pare com a música;neutro
pesquise para mim;neutro
meu fone estragou;tristeza
um familiar faleceu essa semana;tristeza
meu gatinho está doente;tristeza
estou sendo demitido do trabalho;tristeza
estou desempregado;tristeza
que ódio;raiva
caralho que merda;raiva
estou emputecido;raiva
mó neurose;raiva
aí sim em;alegria
satisfação meu parceiro;alegria
consegui realizar um sonho;alegria
Que triste;tristeza
que pena;tristeza
que horror;tristeza
que vida!!!;tristeza
Que raiva;raiva
não quero te ver mais;raiva
saia da minha vida;raiva
Quanta alegria;alegria
você me contagia;alegria
estou feliz por você;alegria
fico feliz com sua presença;alegria
Putzs;tristeza
estou triste;tristeza
que merda;tristeza
Caraca meu;raiva
estou puto;raiva
pqp;raiva
chique;alegria
O céu está azul hoje.;neutro
Eu gosto de ler livros.;neutro
Meu cachorro dorme a maior parte do dia.;neutro
Eu bebo café todas as manhãs.;neutro
Eu prefiro música instrumental.;neutro
Eu não gosto de comer brócolis.;neutro
A casa está quieta.;neutro
Eu sempre tomo banho antes de dormir.;neutro
O trânsito estava tranquilo hoje de manhã.;neutro
Eu nunca assisti esse filme antes.;neutro
Minha rotina de exercícios inclui caminhadas diárias.;neutro
Eu gosto de assistir séries na TV.;neutro
Meu celular está sempre comigo.;neutro
Eu gosto de visitar lugares históricos.;neutro
Eu tenho um bom relacionamento com meus colegas de trabalho.;neutro
Eu sou canhoto.;neutro
Eu não sou muito bom em jogos de tabuleiro.;neutro
Eu gosto de experimentar novos sabores de sorvete.;neutro
Eu não assisto muito TV.;neutro
Eu prefiro andar de bicicleta do que de carro.;neutro
Eu nunca viajei para fora do país.;neutro
Eu gosto de praticar yoga.;neutro
Eu costumo acordar cedo durante a semana.;neutro
Eu não tenho animais de estimação.;neutro
Eu sou bom em cozinhar macarrão.;neutro
Eu prefiro ler livros físicos do que ebooks.;neutro
Eu gosto de tomar chá antes de dormir.;neutro
Eu sou fã de esportes radicais.;neutro
Eu não tenho alergias alimentares.;neutro
Eu nunca quebrei um osso.;neutro
Minha tristeza é como uma nuvem negra que paira sobre mim constantemente.;tristeza
Sinto uma profunda tristeza ao pensar em tudo o que perdi.;tristeza
Às vezes, a tristeza é a única companhia que tenho.;tristeza
Sinto uma grande tristeza por nunca ter dito o quanto amava alguém que se foi.;tristeza
Minha tristeza é como uma ferida que nunca cicatriza.;tristeza
A tristeza me consome por dentro e é difícil escapar dela.;tristeza
Sinto uma tristeza profunda por ter que deixar para trás pessoas e coisas que amo.;tristeza
A tristeza é um sentimento que parece nunca desaparecer completamente.;tristeza
Sinto uma tristeza imensa ao lembrar de momentos felizes que nunca mais voltarão.;tristeza
A tristeza me faz sentir sozinho mesmo quando estou cercado de pessoas.;tristeza
Às vezes a tristeza é tão forte que parece que vou ser engolido por ela.;tristeza
A tristeza é um sentimento que me acompanha desde sempre.;tristeza
Sinto uma tristeza profunda por não ter conseguido alcançar meus sonhos.;tristeza
A tristeza me faz lembrar de coisas que preferia esquecer.;tristeza
Sinto uma tristeza imensa ao perceber que as pessoas que amo estão sofrendo.;tristeza
A tristeza é um sentimento que me faz sentir fraco e vulnerável.;tristeza
Sinto uma tristeza profunda por não ter tido a chance de me despedir de quem amava.;tristeza
A tristeza é um fardo pesado demais para carregar sozinho.;tristeza
Sinto uma tristeza imensa quando penso nas coisas que poderiam ter sido, mas não foram.;tristeza
A tristeza me faz sentir como se nada tivesse sentido ou valor.;tristeza
A tristeza me faz pensar que nunca mais vou conseguir ser feliz novamente.;tristeza
Sinto uma tristeza profunda por ver pessoas que amo sofrendo sem poder ajudar.;tristeza
A tristeza me faz sentir como se estivesse preso em um buraco sem fim.;tristeza
Sinto uma tristeza imensa ao perceber que estou ficando para trás enquanto o mundo segue em frente.;tristeza
A tristeza é um sentimento que me faz sentir como se estivesse perdido.;tristeza
Sinto uma tristeza profunda por não ter mais tempo para fazer as coisas que gostaria.;tristeza
A tristeza é um sentimento que me faz pensar em coisas que preferia não pensar.;tristeza
Sinto uma tristeza imensa quando penso em tudo o que poderia ter feito diferente.;tristeza
A tristeza me faz sentir como se estivesse preso em um pesadelo interminável.;tristeza
Sinto uma tristeza profunda por não ter conseguido fazer a diferença na vida de alguém que precisava.;tristeza
Estou me sentindo sozinho;tristeza
Não vejo mais sentido em nada;tristeza
Sinto como se tudo estivesse desmoronando;tristeza
Estou com tanta raiva que mal consigo falar;raiva
Não me faça começar a perder a paciência;raiva
Estou cansado de sempre ser o último a saber;raiva
Sou grato por ter você na minha vida;alegria
Não poderia estar mais satisfeito com os resultados;alegria
A vida é incrível quando você está rodeado de pessoas que ama;alegria
É apenas mais um dia comum;neutro
Estou simplesmente observando o que está acontecendo;neutro
Não vejo motivo para me preocupar com isso;neutro
Não me importa muito o resultado, qualquer um está bom;neutro
Estou triste;tristeza
Sinto um vazio dentro de mim;tristeza
Não consigo parar de chorar;tristeza
Meu coração está partido;tristeza
Não sei mais o que fazer;tristeza
Tudo parece sem sentido;tristeza
Sinto falta de algo que não sei o que é;tristeza
Sinto uma grande saudade;tristeza
Não tenho vontade de fazer nada;tristeza
Sinto que nada faz sentido;tristeza
Sinto uma grande dor no peito;tristeza
Sinto-me sozinho;tristeza
Parece que nada me anima;tristeza
Sinto-me perdido;tristeza
Não sei como lidar com essa tristeza;tristeza
Sinto-me vazio por dentro;tristeza
Sinto-me desesperançado;tristeza
Parece que nada dá certo na minha vida;tristeza
Sinto-me rejeitado;tristeza
Sinto uma grande falta de amor;tristeza
Sinto que ninguém se importa comigo;tristeza
Sinto-me incompreendido;tristeza
Sinto uma grande solidão;tristeza
Sinto-me incapaz;tristeza
Sinto que não sou bom o suficiente;tristeza
Sinto-me fracassado;tristeza
Sinto que não tenho valor;tristeza
Sinto-me impotente;tristeza
Sinto-me abandonado;tristeza
Sinto uma grande tristeza;tristeza
Sinto-me decepcionado;tristeza
Sinto-me desiludido;tristeza
Sinto que não há esperança;tristeza
Sinto-me desamparado;tristeza
Sinto uma grande melancolia;tristeza
Sinto-me desmotivado;tristeza
Sinto que não tenho mais forças;tristeza
Sinto que estou perdendo a batalha;tristeza
Sinto-me sem rumo;tristeza
Sinto-me sem saída;tristeza
Sinto-me desanimado;tristeza
Sinto-me sem esperança;tristeza
Sinto-me desolado;tristeza
Sinto que não tenho mais energia;tristeza
Sinto que tudo está perdido;tristeza
Sinto-me desencorajado;tristeza
Sinto que não sou capaz de superar isso;tristeza
Sinto-me derrotado;tristeza
Sinto-me sem perspectiva de futuro;tristeza
Sinto-me incapaz de ser feliz;tristeza
Sinto-me sem motivação;tristeza
Sinto que não sou amado;tristeza
Sinto-me abandonado por todos;tristeza
Sinto uma grande sensação de vazio;tristeza
Sinto que nada tem graça;tristeza
Sinto-me sem vontade de viver;tristeza
Sinto-me desesperado;tristeza
Sinto-me sem apoio;tristeza
Sinto-me sem amor;tristeza
Sinto que não tenho mais sonhos;tristeza
Sinto-me sem forças para continuar;tristeza
Sinto-me sem esperança de mudança;tristeza
Sinto-me sem alegria;tristeza
Sinto que não tenho mais nada a oferecer;tristeza
Sinto-me sem energia para seguir em frente;tristeza
Sinto que tudo é em vão;tristeza
Sinto-me sem esperança de felicidade;tristeza
Sinto que ninguém se importa comigo;tristeza
Sinto-me sozinho no mundo;tristeza
Sinto-me sem importância;tristeza
Sinto-me sem significado;tristeza
Sinto-me sem valor como pessoa;tristeza
Sinto-me sem propósito;tristeza
Sinto que nada vai mudar;tristeza
To triste;tristeza
MUITO TRISTE;tristeza
LAMENTÁVEL DMS;tristeza
Estou me sentindo sozinho;tristeza
Não vejo mais sentido em nada;tristeza
Sinto como se tudo estivesse desmoronando;tristeza
Estou com tanta raiva que mal consigo falar;raiva
Não me faça começar a perder a paciência;raiva
Estou cansado de sempre ser o último a saber;raiva
Que saco;raiva
Ah, que droga;raiva
Poxa vida, que ódio;raiva
Como isso é irritante;raiva
Eu não aguento mais;raiva
Argh, que raiva;raiva
Aff, que coisa chata;raiva
Que inferno;raiva
Eu não mereço isso;raiva
Vou explodir de raiva;raiva
Como pode ser tão difícil;raiva
Que falta de consideração;raiva
Que coisa mais absurda;raiva
Estou farto disso;raiva
Não é possível que seja tão complicado;raiva
Que droga de situação;raiva
Por que tudo tem que dar errado;raiva
Isso é insuportável;raiva
Que sacanagem;raiva
Meu Deus, que desespero;raiva
Como isso me irrita;raiva
Estou furioso;raiva
Que ódio dessa pessoa;raiva
Ah, que saco essa chatice;raiva
Não aguento mais tanta incompetência;raiva
Que desgraça;raiva
Como isso é injusto;raiva
Que absurdo;raiva
Não acredito que isso está acontecendo;raiva
Por que tudo tem que ser tão difícil;raiva
Que raiva dessa situação;raiva
Que droga de dia;raiva
Como pode ser tão complicado;raiva
Que coisa mais irritante;raiva
Que inferno de situação;raiva
Estou muito bravo;raiva
Que saco, isso é ridículo;raiva
Por que tudo tem que dar errado pra mim;raiva
Que coisa mais insuportável;raiva
Isso é uma falta de respeito;raiva
Ah, que ódio dessa pessoa;raiva
Que chatice sem fim;raiva
Estou prestes a explodir;raiva
Que falta de consideração dessa pessoa;raiva
Isso é uma palhaçada;raiva
Que desespero que isso me causa;raiva
Que droga de situação injusta;raiva
Como pode ser tão estressante;raiva
Que sacanagem isso;raiva
Eu não aguento mais tanta pressão;raiva
Que coisa mais chata;raiva
Que inferno de problema;raiva
Estou ficando maluco com essa situação;raiva
Que falta de educação;raiva
Que desespero que isso me causa;raiva
Como pode ser tão desagradável;raiva
Que raiva dessa falta de respeito;raiva
Que absurdo isso;raiva
Por que tudo tem que dar errado sempre;raiva
Não acredito que isso está acontecendo comigo;raiva
Que coisa mais injusta;raiva
Que chatice sem fim isso;raiva
Estou muito irritado;raiva
Que saco essa situação;raiva
Por que tudo tem que ser tão complicado pra mim;raiva
Que ódio dessa pessoa que me incomoda tanto;raiva
Isso é uma vergonha;raiva
Que desespero que isso me causa;raiva
Que droga de dia horrível;raiva
Como pode ser tão cansativo;raiva
Que sacanagem isso;raiva
Eu não aguento mais tanta enrolação;raiva
Que coisa mais estressante;raiva
Estou ficando louco com essa situação;raiva
Que falta de consideração dessa pessoa comigo;raiva
Isso é inaceitável;raiva
Que raiva dessa pessoa tão sem noção;raiva
Que coisa mais insuportável;raiva
Tomar no cu;raiva
Vai se fuder;raiva
Sai fora;raiva
Sou grato por ter você na minha vida;alegria
Não poderia estar mais satisfeito com os resultados;alegria
A vida é incrível quando você está rodeado de pessoas que ama;alegria
Estou tão feliz;alegria
Estou radiante de felicidade;alegria
Meu coração está cheio de alegria;alegria
Não poderia estar mais feliz;alegria
Sinto que estou nas nuvens;alegria
Estou tão grato pela minha vida;alegria
Sinto-me abençoado;alegria
Estou com um sorriso de orelha a orelha;alegria
Estou transbordando de felicidade;alegria
Estou me sentindo tão bem;alegria
A vida é linda demais;alegria
Estou me sentindo tão sortudo;alegria
Sinto que tudo está no lugar certo;alegria
A felicidade me invadiu;alegria
Sinto-me tão realizado;alegria
Estou vivendo o meu melhor momento;alegria
Sinto-me tão feliz por estar vivo;alegria
Sinto-me grato por todas as coisas boas da minha vida;alegria
Estou rodeado de pessoas incríveis;alegria
Estou aproveitando cada momento da minha vida;alegria
Estou me divertindo muito;alegria
Estou tão animado;alegria
Sinto que posso conquistar o mundo;alegria
Sinto-me tão amado;alegria
Estou cercado de amor e carinho;alegria
Estou com uma energia incrível;alegria
Estou realizando meus sonhos;alegria
A felicidade está em todos os lugares;alegria
Estou me sentindo tão confiante;alegria
Sinto-me grato por cada novo dia;alegria
Estou vivendo o melhor momento da minha vida;alegria
Sinto-me tão abençoado;alegria
Estou com uma sensação de paz interior;alegria
Sinto que o universo conspira a meu favor;alegria
A vida é bela demais;alegria
Estou me sentindo tão leve;alegria
Estou tão agradecido;alegria
Estou com um sentimento de realização;alegria
Estou me sentindo tão realizado;alegria
Sinto que tudo está dando certo;alegria
Estou me divertindo como nunca antes;alegria
Sinto que estou no caminho certo;alegria
Sinto-me tão entusiasmado;alegria
Sinto-me tão feliz por ter uma família incrível;alegria
Estou rodeado de amigos leais e carinhosos;alegria
Estou com uma sensação de gratidão;alegria
Estou me sentindo tão motivado;alegria
Sinto-me tão feliz por ter encontrado minha alma gêmea;alegria
Estou cercado de coisas boas;alegria
Estou me sentindo tão bem comigo mesmo;alegria
Estou me divertindo muito com as pequenas coisas da vida;alegria
Sinto que sou abençoado por ter uma vida tão boa;alegria
Estou com um sentimento de liberdade;alegria
Estou me sentindo tão livre para ser eu mesmo;alegria
Estou me sentindo tão sortudo por ter a oportunidade de viajar;alegria
Estou com uma sensação de contentamento;alegria
Estou tão feliz por ter pessoas maravilhosas na minha vida;alegria
Estou me sentindo tão otimista;alegria
Sinto que posso fazer tudo o que quiser;alegria
Sinto-me tão feliz por estar saudável e forte;alegria
Estou com uma sensação de renovação;alegria
Estou me sentindo tão realizado com meu trabalho;alegria
Ai sim;alegria
Boaaaa;alegria
Top dms;alegria
É apenas mais um dia comum;neutro
Estou simplesmente observando o que está acontecendo;neutro
Não vejo motivo para me preocupar com isso;neutro
Não me importa muito o resultado, qualquer um está bom;neutro
Foda;neutro
To ligado;neutro
Eu não tenho uma opinião formada sobre isso;neutro
Não tenho preferência por nenhum dos lados;neutro
Acredito que há argumentos válidos dos dois lados;neutro
Não tenho posição definida sobre essa questão;neutro
Estou imparcial em relação a este assunto;neutro
Não estou tomando partido em nenhum dos lados;neutro
Prefiro não expressar uma opinião pessoal;neutro
Acredito que os argumentos de ambos os lados devem ser considerados;neutro
Não tenho nenhum interesse pessoal nessa questão;neutro
Minha opinião é neutra em relação a isso;neutro
Não me sinto qualificado para tomar uma decisão sobre isso;neutro
Não estou do lado de ninguém;neutro
Não sou favorável a nenhum dos lados envolvidos;neutro
Não estou envolvido diretamente nessa questão;neutro
Prefiro ficar neutro em relação a este assunto;neutro
Ainda estou pensando a respeito;neutro
Não sou a pessoa certa para tomar uma posição sobre isso;neutro
Não tenho interesse em tomar partido em nenhuma questão;neutro
Não quero ser influenciado por nenhuma das partes envolvidas;neutro
Não quero tomar partido em uma questão que não me afeta diretamente;neutro
Não tenho uma opinião formada o suficiente para tomar um lado;neutro
Não quero ser visto como parcial;neutro
Prefiro não me envolver nessa questão;neutro
Não tenho conhecimento suficiente para tomar uma decisão informada;neutro
Não tenho informações suficientes para formar uma opinião;neutro
